,Title,Address,Longitude,Latitude,법정동
26,할리우드 카페,충남 천안시 동남구 유량로 185 1동 1층 101호,127.178359260726,36.8123586163805,원성1동
27,배나무숲,충남 천안시 서북구 직산읍 상덕로 137,127.120571006432,36.8795789962305,직산읍
28,공각,충남 천안시 서북구 불당30길 4 1층,127.102913283596,36.8107304111968,불당2동
29,뚜아에무아 카페 앤 레스토랑,"충남 천안시 동남구 북면 위례성로 1434-2 1,2동 1층",127.275327242857,36.880730542487,북면
30,애월빵 공장 천안,충남 천안시 서북구 성성5로 95 브이티스퀘어 비동 지층 112~118호,127.132566063729,36.8444057344809,부성2동
31,카페온담,"충남 천안시 동남구 통세골2길 41 1,2층",,,
32,멜버른커피하우스,충남 천안시 서북구 불당34길 3-16 세븐타워 1층,127.105567045083,36.8062412728322,불당2동
33,OCT,충남 천안시 서북구 불당29길 11-5 1층,127.102055276077,36.8100414403725,불당2동
34,라비앙,충남 천안시 동남구 먹거리8길 16-3 1층,127.154924593092,36.8171633707089,신안동
35,메종드엠,충남 천안시 동남구 양지말1길 11-12,127.18696691073,36.8158657588236,원성1동
36,본태커피하우스,충남 천안시 서북구 성환읍 매주4길 30,127.127664021175,36.912355501109,성환읍
37,소셜스낵,충남 천안시 동남구 먹거리3길 21 2층,127.15531105816,36.8171197034607,신안동
38,히트커피로스터스,충남 천안시 동남구 통정4로 67 1층,127.13622056916,36.7737804766394,신방동
39,커피동경,충남 천안시 동남구 태조산길 264 커피동경,127.188483407646,36.8207151139924,원성1동
40,시스터즈,충남 천안시 서북구 불당16길 1,127.106145411903,36.8002471926702,불당1동
41,카페디331,충남 천안시 동남구 청수15길 35,127.153908828964,36.7886555063914,청룡동
42,사람그리고이야기,충남 천안시 동남구 천호지길 17,127.172921222284,36.8348435267576,신안동
43,카페 루,충남 천안시 동남구 서부대로 531-20,127.129080017181,36.815111858174,봉명동
44,더레이크스토리,"충남 천안시 서북구 업성수변로 120 1,2층",,,
45,숨,충남 천안시 동남구 목천읍 덕전1길 24,127.222397890945,36.8092991285223,목천읍
46,랜디스커피,충남 천안시 서북구 불당16길 20-1 1층,127.107058688971,36.8011691130505,불당1동
47,제이스맨션,충남 천안시 서북구 불당28길 24 1층,127.101941131878,36.811432853292,불당2동
48,릴리프,충남 천안시 서북구 성성11길 24-1 1층,127.13729729061,36.8432850664357,부성2동
49,더캣,충남 천안시 동남구 먹거리11길 31 4층,127.155914482747,36.8183920008433,신안동
50,카페슈,충남 천안시 동남구 중리1길 55 1동,127.144160854333,36.7728649576872,청룡동
51,루베아,"충남 천안시 동남구 목천읍 교촌7길 46-11 1,2층",127.227560048599,36.8011124206031,목천읍
52,지로스터커피,"충남 천안시 동남구 천호지길 27 2동 지하1층,1층",127.17328074706,36.8360413845216,신안동
53,투카인즈오브커피,충남 천안시 서북구 불당16길 26 1층,127.107554387914,36.8012303018931,불당1동
54,시유당,충남 천안시 동남구 풍세면 휴양림길 99-18 1~3층,127.092355979012,36.7295022992868,풍세면
55,카페코몽,충남 천안시 서북구 쌍용14길 10 1층,127.12033748867,36.8000899528328,쌍용2동
56,파고다포레스트,충남 천안시 동남구 목천읍 교천지산길 128,127.197737146428,36.7795330888325,목천읍
57,프리퍼팩토리,충남 천안시 동남구 목천읍 종합휴양지로 77,127.229634037436,36.7645000738942,목천읍
58,로스터리파르,충남 천안시 서북구 동서대로 17-40,127.124024825145,36.8274162939859,백석동
59,어거스트센트,충남 천안시 동남구 공설시장2길 9-2,127.149569942387,36.8095841424173,중앙동
60,미소레커피,충남 천안시 동남구 단대로 161-1 1층,127.166560534983,36.8285955915998,신안동
61,기와52,충남 천안시 동남구 북면 충절로 1474-15,127.270942147882,36.7695383587707,북면
62,비브레이브,충남 천안시 서북구 한들3로 36-16,127.125377911685,36.8265385473124,백석동
63,타타스베이글,충남 천안시 동남구 태조산길 220-3 1층,127.186392636383,36.8185919738721,원성1동
64,힐사이드카페,충남 천안시 서북구 안터길 75-37 2층,127.161498088249,36.8449826134951,부성1동
65,천안타운홀,충남 천안시 동남구 옛시청길 29 47층,127.15020650491,36.8069022655532,문성동
66,뷰282,충남 천안시 동남구 유량로 282,127.183394946652,36.8093726991332,원성1동
67,더엑스엑스,충남 천안시 동남구 청수10길 4-54,127.161097279649,36.7819294447121,청룡동
68,그림스,"충남 천안시 동남구 미죽5길 232-1 1,2층",127.158828011526,36.7591927366848,청룡동
69,오르엘크리스탈카페,충남 천안시 서북구 성거읍 망향로 791,127.205694187855,36.8869293718902,성거읍
70,어나더카페,충남 천안시 동남구 목천읍 서리1길 89 1층,127.234213768609,36.7887062480851,목천읍
71,마메르,충남 천안시 서북구 성거읍 천흥리 197 1층,127.211399248299,36.8707686002789,성거읍
72,커피바이블,충남 천안시 서북구 성정두정로 98 1층,127.142150315219,36.8343263327802,부성1동
73,토아빈,충남 천안시 서북구 입장면 망향로 1094-22,127.226423341132,36.9059528402074,입장면
74,오시유,충남 천안시 동남구 광덕면 해수길 178-40,127.028769714972,36.6755493633431,광덕면
75,H카페,충남 천안시 서북구 한들1로 120,127.118868966841,36.8326549232163,백석동
76,피오르드,충남 천안시 동남구 먹거리8길 13,127.154599644297,36.8173117557468,신안동
77,더쉘터,충남 천안시 서북구 성거읍 천흥4길 189-27,127.225707107464,36.8700869198764,성거읍
78,택스처,충남 천안시 동남구 새말1길 57-5 1층,127.131844936774,36.7885385508879,일봉동
79,호랭이카페,충남 천안시 동남구 광덕면 해수길 29 1동,127.04771807045,36.6721809751606,광덕면
80,카페어젠,충남 천안시 동남구 먹거리3길 14 2층,127.154986980531,36.8176441212945,신안동
81,숨어반,충남 천안시 서북구 서부대로 446,127.128601043792,36.8068887527081,쌍용1동
82,카페르블랑,충남 천안시 서북구 원두정6길 2,127.133549189529,36.8313659856601,부성2동
83,도펠하우스,충남 천안시 서북구 성거읍 명우리길 74,127.17571733309,36.8777748248229,성거읍
84,한움,충남 천안시 서북구 불당34길 25-5 1층,127.105779078115,36.8071472420058,불당2동
85,버터집,충남 천안시 서북구 나사렛대길 22-6 1층,127.119108998973,36.798602191399,쌍용2동
86,화진담,충남 천안시 동남구 광덕면 보산원2길 30-4,127.075737892772,36.6843679466984,광덕면
87,라운디,충남 천안시 서북구 월봉7길 36 1층,127.115921148271,36.7901790322238,쌍용2동
88,키에소커피랩,충남 천안시 서북구 불당15길 16-1 1층,127.107272129163,36.799305330353,불당1동
89,제주미작,충남 천안시 동남구 신흥1길 58-1,127.125657313233,36.7813163277665,신방동
90,스밀로우커피,충남 천안시 동남구 봉서9길 25 금탑빌딩 1층,127.133566883537,36.8119424751223,봉명동
91,노마만리,충남 천안시 서북구 직산읍 금곡로 166,127.100385120158,36.8736656349065,직산읍
92,앳니스,충남 천안시 동남구 구성12길 9 4동 1층,127.160626498643,36.7964508935148,청룡동
93,브루어스커피,충남 천안시 동남구 먹거리9길 20,127.156081953031,36.8174658014083,신안동
94,오픈업커피와한방차,"충남 천안시 동남구 서부대로 523-9 1,2층",127.129028472586,36.8140490549402,봉명동
95,카페메가트라움,충남 천안시 서북구 성거읍 성거탑골길 7 1층,127.211095105862,36.8729777373393,성거읍
96,플레이스윤슬,충남 천안시 동남구 목천읍 서흥5길 6 2층,127.232131348054,36.807784956821,목천읍
97,까치,충남 천안시 동남구 목천읍 동평3길 60 2동 1층,127.244184233896,36.7746154951887,목천읍
98,잇츠독,충남 천안시 동남구 먹거리9길 22 3층,127.156328519079,36.8174637654182,신안동
99,이도로에커피,충남 천안시 동남구 병천면 충절로 1544 1층,127.278265891295,36.7691136103876,병천면
100,카페흑,충남 천안시 동남구 북면 위례성로 824-36,127.272033458235,36.8333212783321,북면
101,매주리커피,충남 천안시 서북구 성환읍 성환18길 24,127.129633716207,36.9236072240647,성환읍
102,듀오0301,충남 천안시 동남구 목천읍 충절로 869,127.207521911114,36.7721275514089,목천읍
103,구름정원,충남 천안시 동남구 호서대길 44,127.1857536571,36.8262832100226,신안동
104,업성동커피집,충남 천안시 서북구 번영로 751,127.141328177557,36.8593128795666,부성1동
105,부에노,충남 천안시 동남구 남부대로 336,127.154175000824,36.7812055608349,청룡동
106,라벤투라,충남 천안시 동남구 태조산길 120-5,127.177043286623,36.8133104424518,원성1동
107,에스프레소이음,충남 천안시 동남구 통정10로 59 1층,127.133143558518,36.7730722585197,신방동
108,데이오프,"충남 천안시 동남구 목천읍 서리1길 26 1,2층",,,
109,달자커피,충남 천안시 서북구 서부역12길 16-11,127.144453708074,36.8113851183852,성정1동
110,소요카페,충남 천안시 동남구 충절로 407-3,127.168947212028,36.78482212535,청룡동
111,오익커피,충남 천안시 서북구 차돌고개4길 44 1층,127.132354108764,36.7984220247648,쌍용1동
112,에소,충남 천안시 동남구 태조산길 142-8,127.178702415843,36.8142860250649,원성1동
113,무릉도원,충남 천안시 서북구 불당29길 7-9 1층,127.102313025034,36.8105435881948,불당2동
114,슬로우커피2,충남 천안시 동남구 천호지길 27,127.17328074706,36.8360413845216,신안동
115,카페오후,충남 천안시 동남구 병천면 가전1길 257,127.292703978932,36.7583220859266,병천면
116,시온,충남 천안시 서북구 공단로 72,127.12662953367,36.8453874723432,부성2동
117,곽스브라운,충남 천안시 서북구 오성로 115 프라지움9차 1층 115호,127.140204253885,36.8305950864669,부성1동
118,카페위아,충남 천안시 서북구 안터길 49 2층,127.159043325025,36.8438154774723,부성1동
119,코네로,충남 천안시 서북구 월봉5길 33 1층,127.116514902183,36.7920725929291,쌍용2동
120,블랙문,충남 천안시 서북구 원두정7길 25 1층,127.136828108767,36.8321564934624,부성2동
121,비비모스,충남 천안시 동남구 성남면 약수로 130 1층,127.214374543731,36.7288600904171,성남면
122,977번지,충남 천안시 서북구 부성4길 10 2층,127.135178087968,36.8345556859764,부성2동
123,독정리카페,"충남 천안시 서북구 입장면 입장로 280 1동 1,2층",127.225617691199,36.9256090186886,입장면
124,그레비티,충남 천안시 서북구 미라16길 9 1층,127.127781154738,36.8078741002631,쌍용3동
125,세컨드힐,충남 천안시 서북구 쌍용13길 18-7 1층,127.119368280675,36.8000451530001,쌍용2동
126,카페플러그,충남 천안시 서북구 불당15길 23,127.107396842784,36.8000282703977,불당1동
127,하니앤손스,충남 천안시 서북구 월봉6길 10 1층,127.115479301563,36.7917665934746,쌍용2동
128,카페컨테이너,충남 천안시 동남구 용곡6길 7-12 1층,127.141700727251,36.790086956077,일봉동
129,카페삼룡동,충남 천안시 동남구 청수12로 41-29 1층,127.164408391758,36.7841190379054,청룡동
130,안라커피,충남 천안시 동남구 망향로 113 1층,127.173128271979,36.8334489434375,신안동
131,하레브라도,충남 천안시 서북구 성환읍 성환1로 263 1층,127.127759003371,36.9181700727189,성환읍
132,카페지산리,충남 천안시 동남구 목천읍 교천지산길 249,127.193342576894,36.7890983353618,목천읍
133,포니벨라,충남 천안시 동남구 유량로 130 1층,127.173557603624,36.8091212744204,원성1동
134,판정리카페,충남 천안시 서북구 직산읍 성진로 430 1동 1층,127.178673202128,36.9104939450215,직산읍
135,카페노브,충남 천안시 동남구 벌말2로 4,127.175366133591,36.8131601894027,원성1동
136,히든모먼츠,충남 천안시 동남구 성남면 신사3길 42-19 1층,127.244926518817,36.7470952265069,성남면
137,모게닉,충남 천안시 서북구 업성2길 129 1층,127.134480775632,36.85630284847,부성1동
138,카페상동,충남 천안시 동남구 북면 충절로 1349,127.25685594741,36.7701628076634,북면
139,카페담소,충남 천안시 서북구 두정상가1길 27 프라지움1차 상가동 1층 106호,127.138833532982,36.8328258539591,부성1동
140,휘게베이크샵,충남 천안시 동남구 신부7길 23 1층,127.160713062825,36.8150885437693,신안동
141,바우토커피,충남 천안시 동남구 대흥로 336-12,127.152366009367,36.817512882686,신안동
142,카페그리고,충남 천안시 서북구 성정공원7길 9 모아엘가워너비 1층 101호,127.142183543705,36.8294449053917,성정2동
143,카페엘리,충남 천안시 동남구 유량로 133,127.173641943273,36.8099944171754,원성1동
144,수상한홍카페,충남 천안시 동남구 먹거리9길 28,127.156866570487,36.8174480984605,신안동
145,커피멜로우,충남 천안시 서북구 불당29길 11-7 1층,127.102255371417,36.8100838910372,불당2동
146,그래비티라운지,충남 천안시 서북구 차돌들길 12 앙코르라마다호텔 1층,127.129428951754,36.7980289346309,쌍용1동
147,소댕이,충남 천안시 서북구 성거읍 소댕이2길 1-17,127.19185954388,36.867297818105,성거읍
148,버터레이어,충남 천안시 동남구 청수12로 33 1층 101호,127.163071445465,36.783169661975,청룡동
149,플러피 디저트샵,충남 천안시 서북구 성성동 40-16 수변로 1층 플러피,127.136467091118,36.8442384907504,부성2동
150,더채움,충남 천안시 동남구 순천향3길 52 1층,127.136566133925,36.8020009856841,봉명동
151,카프닉,충남 천안시 동남구 향교1길 104-24 2층,127.170391057866,36.8146187488338,원성1동
152,카페크렘므,충남 천안시 동남구 병천면 아우내3로 33 1층,127.299179829972,36.765264660372,병천면
153,멍카페유,충남 천안시 동남구 풍세로 769-55 1층,127.135401170555,36.7817950317843,신방동
154,카페문,충남 천안시 동남구 태조산길 195-6,127.183717213161,36.8165342201668,원성1동
155,룸816,충남 천안시 동남구 터미널2로 8 1층,127.158440492646,36.8196329132767,신안동
156,셰필드브렉퍼스트클럽,충남 천안시 서북구 성환읍 성월수향길 251-11 2동 1층,127.147427115226,36.9384378223626,성환읍
157,카페 마찌,충남 천안시 동남구 목천읍 종합휴양지로 123,127.228187986073,36.7608269317869,목천읍
158,꽃이야기,충남 천안시 동남구 목천읍 교천지산길 341,127.193297966552,36.799168877702,목천읍
159,외교,충남 천안시 서북구 미라2길 63,127.129933810867,36.8050399359397,쌍용1동
160,플레이 룸카페,충남 천안시 동남구 먹거리11길 47 3층,127.1578963883,36.818291525328,신안동
161,온슬,충남 천안시 동남구 샛골길 69,127.174482411418,36.7854787066548,청룡동
162,더모어더베러,충남 천안시 서북구 3공단6로 50 힐링제이타워 1층 116호,127.103177126799,36.8409789518112,부성2동
163,그래비티,충남 천안시 서북구 백석동 16-25,127.126083189759,36.8264725613206,백석동
164,곹커피,충남 천안시 서북구 불당29길 18-2,127.101891857029,36.8090070150159,불당2동
165,풀숲,"충남 천안시 서북구 성환읍 왕지1길 121 1,2층",,,
166,기억저장소,충남 천안시 동남구 광덕면 광풍로 1011 1층,127.11698382948,36.7140615062376,풍세면
167,티그레노어,충남 천안시 서북구 불당15길 11 1층,127.106805063873,36.7995208462292,불당1동
168,카페카일리,"충남 천안시 서북구 직산읍 4산단7로 56 C동 1,2층",127.124642507369,36.8653035154663,직산읍
169,브루1990카페,충남 천안시 서북구 입장면 연곡길 85,127.214258691298,36.9211173801865,입장면
170,카페밤바리,충남 천안시 서북구 직산읍 직산로 273,127.165972976667,36.8989241839255,직산읍
171,이베노가,충남 천안시 동남구 목천읍 신계5길 7,127.217015197395,36.7753063274684,목천읍
172,카페316,충남 천안시 동남구 서부대로 257-5 1층,127.128282578178,36.7911080068667,신방동
173,문화시민,충남 천안시 서북구 불당21로 40 천안불당호반써밋플레이스 상가 501동 102호,127.1045945918,36.8130061408921,불당2동
174,카페어반파크,충남 천안시 서북구 백석3로 35 1층 104호,127.115712375463,36.8218747463708,백석동
175,순복이네,충남 천안시 서북구 미라8길 26 2층,127.13022048585,36.8028720887044,쌍용1동
176,커피베리,충남 천안시 동남구 방죽안3길 5 1층,127.152832261105,36.8225345244292,신안동
177,북카페산새,충남 천안시 서북구 월봉6길 19,127.115945607731,36.7922842801052,쌍용2동
178,마농스,충남 천안시 서북구 원두정8길 15 1층,127.135052941885,36.8326836883233,부성2동
179,커피미식가,충남 천안시 동남구 통정1로 27-17 1층,127.128621189668,36.7778527874199,신방동
180,파르크 커피,충남 천안시 동남구 목천읍 응원3길 33 1층,127.188167835882,36.7686037530347,목천읍
181,멜번커피하우스,충남 천안시 서북구 음봉로 861-63 1층,127.104345092934,36.8307348697403,백석동
182,온다,충남 천안시 서북구 성환읍 성환18길 1,127.127738683322,36.9247592522531,성환읍
183,한방카페 쉼(명인),충남 천안시 동남구 서부대로 531-16,127.129326733764,36.8148035907651,봉명동
184,더솔트,충남 천안시 동남구 터미널7길 7 1층 더솔트 카페,127.157030109813,36.8210780899882,신안동
185,블루더카페,충남 천안시 서북구 동서대로 53 1층,127.129273263095,36.825725811744,부성2동
186,하이비,충남 천안시 동남구 터미널4길 4-3 1층,127.159555671908,36.8202703083066,신안동
187,부록하우스,충남 천안시 서북구 불당31길 34 1층,127.105962999881,36.8103387234547,불당2동
188,카페데이오프,충남 천안시 동남구 영성로 86 1층,127.150124727591,36.8058833024357,중앙동
189,마르페 커피,충남 천안시 서북구 노태산로 98 1층,127.127643113569,36.8333310293523,부성2동
190,포리빈,충남 천안시 동남구 유량로 187,127.179049548692,36.8125242843728,원성1동
191,레이지베어,"충남 천안시 동남구 먹거리10길 6 1,2층",,,
192,윈드폴,충남 천안시 동남구 통정2길 5-15 1층,127.128727897274,36.7796332759936,신방동
193,카페레이지,충남 천안시 서북구 두정역길 37 103호,127.149629537538,36.83530648047,부성1동
194,꽃처럼,충남 천안시 동남구 명동길 57 2동 1층,127.149028395196,36.8084045476524,중앙동
195,언아더,충남 천안시 동남구 먹거리2길 5 1층,127.153800673908,36.8176616111605,신안동
196,이레,충남 천안시 동남구 용곡5길 37-10,127.138760058387,36.791566446672,일봉동
197,풍미,충남 천안시 서북구 월봉6길 32,127.117445576853,36.7921899037288,쌍용2동
198,카페더다움,충남 천안시 동남구 충절로 196 2층,127.158786079624,36.8013655964416,원성2동
199,냥이싸롱,충남 천안시 동남구 먹거리11길 26-1,127.155450366439,36.8181156976373,신안동
200,카페 그리노크,충남 천안시 서북구 불당11로 4 1층,127.106720875216,36.8045811164901,불당1동
201,프라이빗290,충남 천안시 동남구 신방통정로 74 101호,127.130509089803,36.7688845352086,신방동
202,아시나요,충남 천안시 동남구 충절로 437 1층,127.17154993592,36.7832856053138,청룡동
203,멜로우크림,충남 천안시 서북구 한들3로 35-16 엘리트빌 1층 101호,127.122290518561,36.8270512492298,백석동
204,소정공방,충남 천안시 서북구 성거읍 역전말3길 102-2 1층,127.160620957831,36.8769016648338,성거읍
205,이쁜이다방,충남 천안시 동남구 공설시장3길 14-1,127.149814200719,36.8098484911079,중앙동
206,더브농,충남 천안시 서북구 늘푸른4길 29 CJ프라자 1층 103호,127.130482526591,36.8267411211206,부성2동
207,마루카페,충남 천안시 동남구 광덕면 죽계2길 20 1층,127.044572642271,36.6720412568597,광덕면
208,듀크로스터리앤드도넛,충남 천안시 동남구 통정1로 20 1층 101호,127.12893655907,36.7755990260409,신방동
209,카페플라밍고,충남 천안시 동남구 목천읍 덕전1길 153 2층,127.209688236391,36.8063858604528,목천읍
210,꽃분이네애견카페,충남 천안시 동남구 통정4로 22-25 3층,127.133302891229,36.7752364706892,신방동
211,카페정원,충남 천안시 동남구 수신면 속창1길 38,127.280636402267,36.7311093686436,수신면
212,디오커피,충남 천안시 서북구 원두정6길 40 2층,127.137493046408,36.8313240044086,부성2동
213,위드솔,충남 천안시 동남구 성남면 약수로 9 1층,127.212238227001,36.7188498338378,성남면
214,리무소커피,충남 천안시 서북구 불당30길 7-5 1층 102호,127.103589555127,36.8104389454931,불당2동
215,노아목공소카페,충남 천안시 서북구 성거읍 봉주로 316 1층,127.182118468512,36.8786121315366,성거읍
216,카페윈드밀,충남 천안시 동남구 북면 위례성로 1098-14,127.267708617104,36.8556375454899,북면
217,고가교,충남 천안시 서북구 서부대로 297 1층,127.127326540405,36.7941492100938,쌍용2동
218,구룡카페호두과자,충남 천안시 동남구 광풍로 1725 3동,127.142414784373,36.7721877992803,청룡동
219,더자연카페,충남 천안시 동남구 목천읍 삼방로 77-8 1층,127.233009100533,36.7756221047815,목천읍
220,언덕위커피나무,충남 천안시 동남구 청수14로 102 124호,127.15738691592,36.7855626581229,청룡동
221,바림커피,충남 천안시 동남구 향교1길 85-20 1층,127.171324260007,36.8186780761179,원성1동
222,더 아메노,충남 천안시 서북구 성정공원6길 45,127.142722240399,36.8285832516819,성정2동
223,소담카페,충남 천안시 동남구 목천읍 삼방로 530,127.22766897291,36.8076260668113,목천읍
224,아일커피,충남 천안시 동남구 먹거리7길 19-4 1층,127.157454971373,36.8169531525275,신안동
225,듀크커피,충남 천안시 동남구 통정5로 106,127.13712239068,36.7766728334354,신방동
226,오우케이크,충남 천안시 서북구 서부2길 55,127.138875165133,36.8234223852285,성정2동
227,아인스,충남 천안시 동남구 먹거리11길 37 세세빌딩 4층,127.156643998903,36.8183899607763,신안동
228,포트오브모카,충남 천안시 서북구 부성5길 24,127.135712199731,36.8352856047871,부성2동
229,카페카키,충남 천안시 서북구 부성14길 46 지광빌딩 1층,127.151722716861,36.8426202677248,부성1동
230,카페멜버른,충남 천안시 서북구 입장면 입장천변1길 6 1층,127.221915491964,36.9155765599463,입장면
231,카페블랑,충남 천안시 서북구 미라16길 38-3 1층,127.12730088317,36.80579503105,쌍용3동
232,카페라고,충남 천안시 동남구 만남로 34 지하1층,127.155908845764,36.8185967402089,신안동
233,카페엠,충남 천안시 동남구 태조산길 245,127.186286030627,36.8201566455094,원성1동
234,오아시스,충남 천안시 동남구 청수10길 29,127.162408381152,36.7827040621758,청룡동
235,커피원,충남 천안시 서북구 성거읍 성진로 654,127.203602872761,36.9123240582779,성거읍
236,광덕커피,충남 천안시 동남구 광덕면 상사길 23,127.046131600504,36.6729629718633,광덕면
237,925개러지카페,"충남 천안시 서북구 성환읍 성환1로 243 주윤빌딩 1층 108,109호",127.12766557458,36.9164521466785,성환읍
238,카페서리,충남 천안시 동남구 목천읍 서리1길 77 1층,127.234283561522,36.7877110121725,목천읍
239,돌담정원,충남 천안시 동남구 북면 상동3길 55,127.259706764976,36.7698257294303,북면
240,디저트소밀,충남 천안시 동남구 먹거리6길 8,127.157536414325,36.8164430168008,신안동
241,꿈엔들,충남 천안시 서북구 한들1로 40-15,127.117925188148,36.8265846494783,백석동
242,보드웰,충남 천안시 서북구 불당16길 7-1 1층,127.106028653319,36.8008161689974,불당1동
243,더스트림카페,충남 천안시 동남구 방죽안5길 4 1층,127.153180100778,36.8201929064888,신안동
244,고요히,충남 천안시 서북구 불당16길 34-8 해피메종건물 1층 상가,127.106914665515,36.8009830728253,불당1동
245,카페아르떼,충남 천안시 동남구 목천읍 교천지산길 364,127.195285402632,36.7987693222987,목천읍
246,TTO카페,충남 천안시 서북구 불당30길 7-6 1층 102호,127.103415434445,36.8102125577739,불당2동
247,인디오디너리,충남 천안시 서북구 부성1길 7 1층 인디오디너리,127.135684003601,36.8343640750487,부성2동
248,헬로커피,충남 천안시 동남구 대흥로 237,127.14776086644,36.8091194484109,중앙동
249,샤론전통찻집,충남 천안시 동남구 광덕면 덕암1길 44-1,127.087190427929,36.696436503778,광덕면
250,바페리그노,충남 천안시 동남구 먹거리8길 30,127.156291986984,36.8171355393489,신안동
251,베이크움,충남 천안시 서북구 오성1길 12-13 경희빌딩 1층 101호,127.129359152716,36.8315358812144,부성2동
252,투데이카페,충남 천안시 서북구 성환읍 성환1로 89 2동 1층,127.129262795767,36.9026641087463,성환읍
253,플랜비,충남 천안시 서북구 불당4로 39-44,127.109373386288,36.8068457229691,불당1동
254,누솜,충남 천안시 동남구 풍세면 영성1길 22,127.1208962836,36.7342305136422,풍세면
255,디저트39,충남 천안시 서북구 성성8로 2-15,127.130158422763,36.8398133863026,부성2동
256,파피커피베이크,충남 천안시 동남구 신부3길 3 1층,127.159727165524,36.8164990269629,신안동
257,카페제인,충남 천안시 동남구 터미널9길 50 1층,127.157963819946,36.8227987815292,신안동
258,DS애견카페,충남 천안시 동남구 병천면 유관순길 99,127.312933334747,36.7609379935564,병천면
259,카페디올레,충남 천안시 동남구 목천읍 교천지산길 158,127.197073533904,36.7822919598597,목천읍
260,펫프닝타운,충남 천안시 동남구 각원사길 150 1층,127.187026878755,36.8314828546384,신안동
261,LP카페아리랑,충남 천안시 동남구 광덕면 죽계1길 7-1 1층,127.048373326247,36.6719102810599,광덕면
262,투투다실,충남 천안시 서북구 성거읍 성거길 90,127.2014885248,36.8732778979833,성거읍
263,임뷰,충남 천안시 동남구 먹거리11길 6 2층,127.153091619568,36.8179735889951,신안동
264,보라움커피,충남 천안시 동남구 원성12길 17 1층,127.16111573721,36.8078117154704,원성1동
265,상덕로87카페,충남 천안시 서북구 직산읍 상덕로 87,127.120126261081,36.8746379915399,직산읍
266,로스터리까페 니콜,충남 천안시 동남구 신부11길 21,127.161119825734,36.8179449603265,신안동
267,카페지금,충남 천안시 서북구 성환읍 매주3길 3 1동 1층,127.122332630174,36.9090494047115,성환읍
268,라비갤러리카페,충남 천안시 동남구 향교1길 30,127.167228623555,36.8149494396269,원성1동
269,카페알마,충남 천안시 동남구 호서대길 110,127.187757216324,36.8226832016619,원성1동
270,유카페,충남 천안시 서북구 봉정로 324 효성해링턴플레이스 상가 1층,127.148426142786,36.8312630101477,부성1동
271,카페블랙컨테이너,충남 천안시 동남구 문암로 69 도진빌딩 2층,127.18071931375,36.8411356148312,신안동
272,광덕가자카페호두,충남 천안시 동남구 광덕면 광풍로 315 6동 1층,127.057220360475,36.6774990525777,광덕면
